taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
3181762,Leptospermum scoparium,Cfb,Temperate oceanic climate,8268,9712,0.8513179571663921
5387821,Gaillardia pulchella,BSk,Cold semi-arid (steppe) climate,1170,15811,0.07399911454050977
3181762,Leptospermum scoparium,Csb,Warm-summer Mediterranean climate,444,9712,0.0457166392092257
5387821,Gaillardia pulchella,Cfb,Temperate oceanic climate,765,15811,0.04838403643033331
3181762,Leptospermum scoparium,Cfa,Humid subtropical climate,72,9712,0.007413509060955519
3181762,Leptospermum scoparium,Csa,Hot-summer Mediterranean climate,10,9712,0.001029654036243822
7065892,Gaillardia pulchella,BSh,Hot semi-arid (steppe) climate,573,15811,0.03624059199291632
7809666,Gaillardia pulchella,Aw,"Tropical savanna, wet",151,15811,0.009550313073176902
3181762,Leptospermum scoparium,Aw,"Tropical savanna, wet",5,9712,5.14827018121911e-4
5387821,Gaillardia pulchella,Dfb,Warm-summer humid continental climate,565,15811,0.035734615141357284
5387821,Gaillardia pulchella,Dfc,Subarctic climate,35,15811,0.002213648725570805
7809666,Gaillardia pulchella,Csa,Hot-summer Mediterranean climate,198,15811,0.012522927076086269
5387821,Gaillardia pulchella,Am,Tropical monsoon climate,50,15811,0.0031623553222440075
5387821,Gaillardia pulchella,NA,NA,111,15811,0.007020428815381697
5387821,Gaillardia pulchella,Csb,Warm-summer Mediterranean climate,120,15811,0.007589652773385617
3181762,Leptospermum scoparium,Cfc,Subpolar oceanic climate,412,9712,0.04242174629324547
5387821,Gaillardia pulchella,Dwa,Monsoon-influenced hot-summer humid continental climate,23,15811,0.0014546834482322434
5387821,Gaillardia pulchella,Dfa,Hot-summer humid continental climate,715,15811,0.04522168110808931
7065892,Gaillardia pulchella,BWh,Hot deserts climate,71,15811,0.004490544557586491
7065892,Gaillardia pulchella,BWk,Cold desert climate,126,15811,0.0079691354120549
7973906,Leptospermum scoparium,NA,NA,378,9712,0.038920922570016475
3181762,Leptospermum scoparium,ET,Tundra,36,9712,0.0037067545304777594
5387821,Gaillardia pulchella,Cwa,Monsoon-influenced humid subtropical climate,97,15811,0.006134969325153374
7839216,Leptospermum scoparium,BSk,Cold semi-arid (steppe) climate,27,9712,0.0027800658978583198
5387821,Gaillardia pulchella,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,22,15811,0.0013914363417873632
5387821,Gaillardia pulchella,Af,Tropical rainforest climate,20,15811,0.001264942128897603
3181762,Leptospermum scoparium,Dfb,Warm-summer humid continental climate,1,9712,1.0296540362438221e-4
3181762,Leptospermum scoparium,Dfa,Hot-summer humid continental climate,6,9712,6.177924217462932e-4
3181762,Leptospermum scoparium,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,3,9712,3.088962108731466e-4
5387821,Gaillardia pulchella,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,4,15811,2.529884257795206e-4
5387821,Gaillardia pulchella,Dsc,Dry-summer regular subarctic climate,6,15811,3.7948263866928087e-4
3181762,Leptospermum scoparium,Dfc,Subarctic climate,38,9712,0.003912685337726524
3181762,Leptospermum scoparium,Af,Tropical rainforest climate,10,9712,0.001029654036243822
5387821,Gaillardia pulchella,Dsb,"Warm, dry-summer continental climate",69,15811,0.00436405034469673
3181762,Leptospermum scoparium,BSh,Hot semi-arid (steppe) climate,1,9712,1.0296540362438221e-4
5387821,Gaillardia pulchella,Dsa,"Hot, dry-summer continental climate",2,15811,1.264942128897603e-4
3181762,Leptospermum scoparium,Dwa,Monsoon-influenced hot-summer humid continental climate,1,9712,1.0296540362438221e-4
5387821,Gaillardia pulchella,Dwb,Monsoon-influenced warm-summer humid continental climate,1,15811,6.324710644488014e-5
5387821,Gaillardia pulchella,ET,Tundra,1,15811,6.324710644488014e-5
5384064,Opuntia ficus-indica,Csb,Warm-summer Mediterranean climate,986,10459,0.09427287503585428
5408269,Lobelia cardinalis,Cfb,Temperate oceanic climate,180,15186,0.011853022520742789
5408269,Lobelia cardinalis,Cfa,Humid subtropical climate,5458,15186,0.35940998287896747
5408269,Lobelia cardinalis,NA,NA,26,15186,0.0017121032529961806
5408269,Lobelia cardinalis,Csa,Hot-summer Mediterranean climate,117,15186,0.007704464638482813
5384064,Opuntia ficus-indica,Cwa,Monsoon-influenced humid subtropical climate,173,10459,0.01654077827708194
5384064,Opuntia ficus-indica,Af,Tropical rainforest climate,69,10459,0.006597189023807248
5408269,Lobelia cardinalis,Dfb,Warm-summer humid continental climate,3241,15186,0.21342025549848545
5408269,Lobelia cardinalis,BSk,Cold semi-arid (steppe) climate,364,15186,0.023969445541946528
5384064,Opuntia ficus-indica,BSh,Hot semi-arid (steppe) climate,749,10459,0.0716129649106033
5384064,Opuntia ficus-indica,Cfb,Temperate oceanic climate,798,10459,0.07629792523185773
5408287,Lobelia cardinalis,Cwa,Monsoon-influenced humid subtropical climate,77,15186,0.005070459633873305
5408287,Lobelia cardinalis,Csb,Warm-summer Mediterranean climate,48,15186,0.0031608060055314103
5384064,Opuntia ficus-indica,Csa,Hot-summer Mediterranean climate,3181,10459,0.30413997514102686
5408269,Lobelia cardinalis,Dfa,Hot-summer humid continental climate,4961,15186,0.3266824706966943
5384064,Opuntia ficus-indica,BWh,Hot deserts climate,225,10459,0.021512572903719284
5384064,Opuntia ficus-indica,Cfa,Humid subtropical climate,1017,10459,0.09723682952481116
5384064,Opuntia ficus-indica,Aw,"Tropical savanna, wet",565,10459,0.05402046084711731
5408269,Lobelia cardinalis,BSh,Hot semi-arid (steppe) climate,129,15186,0.008494666139865666
5384064,Opuntia ficus-indica,Dsc,Dry-summer regular subarctic climate,1,10459,9.561143512764126e-5
5384064,Opuntia ficus-indica,Dfb,Warm-summer humid continental climate,25,10459,0.002390285878191032
5408269,Lobelia cardinalis,BWk,Cold desert climate,40,15186,0.0026340050046095085
5408269,Lobelia cardinalis,BWh,Hot deserts climate,70,15186,0.004609508758066641
5408287,Lobelia cardinalis,Am,Tropical monsoon climate,125,15186,0.008231265639404715
5408269,Lobelia cardinalis,Aw,"Tropical savanna, wet",150,15186,0.009877518767285659
5384064,Opuntia ficus-indica,BSk,Cold semi-arid (steppe) climate,1757,10459,0.1679892915192657
5384064,Opuntia ficus-indica,NA,NA,157,10459,0.01501099531503968
5384064,Opuntia ficus-indica,ET,Tundra,19,10459,0.001816617267425184
5408269,Lobelia cardinalis,As,Tropical dry savanna climate,12,15186,7.902015013828526e-4
5408269,Lobelia cardinalis,Af,Tropical rainforest climate,63,15186,0.004148557882259977
5408269,Lobelia cardinalis,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,113,15186,0.007441064138021862
5384064,Opuntia ficus-indica,Am,Tropical monsoon climate,79,10459,0.00755330337508366
5384064,Opuntia ficus-indica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,548,10459,0.05239506644994742
5384064,Opuntia ficus-indica,Dwc,Monsoon-influenced subarctic climate,2,10459,1.9122287025528253e-4
5384064,Opuntia ficus-indica,Dfa,Hot-summer humid continental climate,1,10459,9.561143512764126e-5
5384064,Opuntia ficus-indica,As,Tropical dry savanna climate,3,10459,2.868343053829238e-4
5384064,Opuntia ficus-indica,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,4,10459,3.8244574051056506e-4
5408269,Lobelia cardinalis,Dfc,Subarctic climate,3,15186,1.9755037534571315e-4
5384064,Opuntia ficus-indica,BWk,Cold desert climate,95,10459,0.00908308633712592
5408269,Lobelia cardinalis,Dsb,"Warm, dry-summer continental climate",9,15186,5.926511260371395e-4
5384064,Opuntia ficus-indica,Dfc,Subarctic climate,1,10459,9.561143512764126e-5
5384064,Opuntia ficus-indica,Dsb,"Warm, dry-summer continental climate",3,10459,2.868343053829238e-4
5384064,Opuntia ficus-indica,Dwb,Monsoon-influenced warm-summer humid continental climate,1,10459,9.561143512764126e-5
6443643,Pulicaria vulgaris,Cfb,Temperate oceanic climate,6455,7055,0.9149539333805812
6443643,Pulicaria vulgaris,Csb,Warm-summer Mediterranean climate,46,7055,0.006520198440822112
7322764,Epilobium brunnescens,Cfb,Temperate oceanic climate,9951,12647,0.7868269154740255
6443643,Pulicaria vulgaris,Csa,Hot-summer Mediterranean climate,175,7055,0.024805102763997167
6443643,Pulicaria vulgaris,Dfb,Warm-summer humid continental climate,250,7055,0.03543586109142452
7322764,Epilobium brunnescens,Cfc,Subpolar oceanic climate,2450,12647,0.19372183126433146
6443643,Pulicaria vulgaris,Dfa,Hot-summer humid continental climate,20,7055,0.002834868887313962
6443643,Pulicaria vulgaris,Dsb,"Warm, dry-summer continental climate",1,7055,1.4174344436569808e-4
6443643,Pulicaria vulgaris,Cfa,Humid subtropical climate,26,7055,0.00368532955350815
7322764,Epilobium brunnescens,NA,NA,82,12647,0.006483751087214359
6443643,Pulicaria vulgaris,BSk,Cold semi-arid (steppe) climate,73,7055,0.01034727143869596
7322764,Epilobium brunnescens,Dfb,Warm-summer humid continental climate,1,12647,7.907013520993121e-5
6443643,Pulicaria vulgaris,Dwb,Monsoon-influenced warm-summer humid continental climate,2,7055,2.8348688873139615e-4
6443643,Pulicaria vulgaris,NA,NA,5,7055,7.087172218284905e-4
6443643,Pulicaria vulgaris,ET,Tundra,1,7055,1.4174344436569808e-4
6443643,Pulicaria vulgaris,BWh,Hot deserts climate,1,7055,1.4174344436569808e-4
7322764,Epilobium brunnescens,ET,Tundra,24,12647,0.001897683245038349
7322764,Epilobium brunnescens,Dfc,Subarctic climate,138,12647,0.010911678658970508
7322765,Epilobium brunnescens,BSk,Cold semi-arid (steppe) climate,1,12647,7.907013520993121e-5
2772094,Muscari botryoides,Cfb,Temperate oceanic climate,4812,11254,0.4275813044250933
2772094,Muscari botryoides,Cfa,Humid subtropical climate,242,11254,0.021503465434512172
2772094,Muscari botryoides,Dfc,Subarctic climate,277,11254,0.024613470765949885
8034409,Canna indica,Aw,"Tropical savanna, wet",2003,13583,0.14746374144150776
2772112,Muscari botryoides,Csb,Warm-summer Mediterranean climate,118,11254,0.010485160831704282
2772094,Muscari botryoides,Cfc,Subpolar oceanic climate,1,11254,8.885729518393461e-5
2772094,Muscari botryoides,Dfb,Warm-summer humid continental climate,5129,11254,0.45574906699840056
2772094,Muscari botryoides,Csa,Hot-summer Mediterranean climate,130,11254,0.011551448373911498
8034409,Canna indica,Am,Tropical monsoon climate,809,13583,0.0595597437973938
8034409,Canna indica,Cfb,Temperate oceanic climate,1310,13583,0.09644408451741147
8034409,Canna indica,Af,Tropical rainforest climate,759,13583,0.055878671869248324
8034409,Canna indica,Cwa,Monsoon-influenced humid subtropical climate,677,13583,0.049841713907089746
8034409,Canna indica,Cfa,Humid subtropical climate,3629,13583,0.2671722005447986
8034409,Canna indica,NA,NA,149,13583,0.010969594345873518
8034409,Canna indica,As,Tropical dry savanna climate,44,13583,0.003239343296768019
8034409,Canna indica,Csb,Warm-summer Mediterranean climate,562,13583,0.04137524847235515
2772094,Muscari botryoides,ET,Tundra,23,11254,0.0020437177892304956
2772094,Muscari botryoides,Dfa,Hot-summer humid continental climate,351,11254,0.031188910609561044
8034409,Canna indica,BSh,Hot semi-arid (steppe) climate,405,13583,0.029816682617978357
8034409,Canna indica,Csa,Hot-summer Mediterranean climate,1153,13583,0.08488551866303468
8034409,Canna indica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,550,13583,0.04049179120960023
2772094,Muscari botryoides,NA,NA,60,11254,0.005331437711036076
8034409,Canna indica,Dfb,Warm-summer humid continental climate,457,13583,0.033644997423249653
8034409,Canna indica,BSk,Cold semi-arid (steppe) climate,820,13583,0.0603695796215858
2772094,Muscari botryoides,BSk,Cold semi-arid (steppe) climate,102,11254,0.00906344410876133
8034409,Canna indica,BWh,Hot deserts climate,144,13583,0.010601487153058971
8034409,Canna indica,ET,Tundra,11,13583,8.098358241920048e-4
8034409,Canna indica,Dfa,Hot-summer humid continental climate,6,13583,4.417286313774571e-4
2772094,Muscari botryoides,Dwa,Monsoon-influenced hot-summer humid continental climate,1,11254,8.885729518393461e-5
8034409,Canna indica,Dfc,Subarctic climate,15,13583,0.0011043215784436427
2772094,Muscari botryoides,Dsb,"Warm, dry-summer continental climate",6,11254,5.331437711036076e-4
8034409,Canna indica,BWk,Cold desert climate,80,13583,0.0058897150850327614
2772094,Muscari botryoides,BWk,Cold desert climate,2,11254,1.7771459036786921e-4
5374635,Barbarea intermedia,Cfb,Temperate oceanic climate,6416,8369,0.7666387859959374
6026828,Thapsia villosa,Csa,Hot-summer Mediterranean climate,3201,6156,0.5199805068226121
6026828,Thapsia villosa,Csb,Warm-summer Mediterranean climate,640,6156,0.10396361273554255
6026828,Thapsia villosa,NA,NA,29,6156,0.004710851202079272
8122974,Thapsia villosa,Cfb,Temperate oceanic climate,293,6156,0.047595841455490576
5374635,Barbarea intermedia,Csb,Warm-summer Mediterranean climate,119,8369,0.014219142071932131
5374635,Barbarea intermedia,Dfb,Warm-summer humid continental climate,1339,8369,0.1599952204564464
5374635,Barbarea intermedia,Dfc,Subarctic climate,241,8369,0.028796749910383557
5374635,Barbarea intermedia,Cfc,Subpolar oceanic climate,97,8369,0.011590393117457283
5374635,Barbarea intermedia,ET,Tundra,70,8369,0.008364201218783606
5374635,Barbarea intermedia,Csa,Hot-summer Mediterranean climate,41,8369,0.0048990321424303976
6026828,Thapsia villosa,Cfa,Humid subtropical climate,73,6156,0.011858349577647823
5374635,Barbarea intermedia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,5,8369,5.97442944198829e-4
5374635,Barbarea intermedia,Aw,"Tropical savanna, wet",2,8369,2.389771776795316e-4
5374635,Barbarea intermedia,NA,NA,13,8369,0.0015533516549169554
5374635,Barbarea intermedia,Dsc,Dry-summer regular subarctic climate,1,8369,1.194885888397658e-4
5374635,Barbarea intermedia,Cfa,Humid subtropical climate,9,8369,0.0010753972995578922
6026828,Thapsia villosa,BSk,Cold semi-arid (steppe) climate,1836,6156,0.2982456140350877
5374635,Barbarea intermedia,Am,Tropical monsoon climate,1,8369,1.194885888397658e-4
6026828,Thapsia villosa,Aw,"Tropical savanna, wet",1,6156,1.6244314489928524e-4
5374635,Barbarea intermedia,BSk,Cold semi-arid (steppe) climate,14,8369,0.0016728402437567213
6026828,Thapsia villosa,BWk,Cold desert climate,53,6156,0.008609486679662118
6026828,Thapsia villosa,Dsb,"Warm, dry-summer continental climate",5,6156,8.122157244964262e-4
6026828,Thapsia villosa,Dfc,Subarctic climate,1,6156,1.6244314489928524e-4
6026828,Thapsia villosa,BWh,Hot deserts climate,12,6156,0.001949317738791423
6026828,Thapsia villosa,BSh,Hot semi-arid (steppe) climate,10,6156,0.0016244314489928524
6026828,Thapsia villosa,Dfb,Warm-summer humid continental climate,2,6156,3.248862897985705e-4
5374635,Barbarea intermedia,Dsb,"Warm, dry-summer continental climate",1,8369,1.194885888397658e-4
2925562,Vitex agnus-castus,Csb,Warm-summer Mediterranean climate,136,12436,0.010935992280476037
2925562,Vitex agnus-castus,BSk,Cold semi-arid (steppe) climate,830,12436,0.06674171759408169
2925562,Vitex agnus-castus,Csa,Hot-summer Mediterranean climate,4558,12436,0.3665165648118366
2925562,Vitex agnus-castus,Cfb,Temperate oceanic climate,3156,12436,0.2537793502733998
2925562,Vitex agnus-castus,Cfa,Humid subtropical climate,2786,12436,0.2240270183338694
5420380,Psidium guajava,Csa,Hot-summer Mediterranean climate,39,11787,0.003308729956731993
5420380,Psidium guajava,NA,NA,270,11787,0.022906592008144565
5420380,Psidium guajava,Af,Tropical rainforest climate,1855,11787,0.15737677101891914
5420380,Psidium guajava,Aw,"Tropical savanna, wet",4142,11787,0.3514040892508696
5420380,Psidium guajava,Am,Tropical monsoon climate,1094,11787,0.0928141172478154
5420380,Psidium guajava,Cfb,Temperate oceanic climate,464,11787,0.039365402562144734
5420380,Psidium guajava,Cfa,Humid subtropical climate,1466,11787,0.12437431068125901
2925562,Vitex agnus-castus,NA,NA,111,12436,0.008925699581859119
5420380,Psidium guajava,As,Tropical dry savanna climate,71,11787,0.006023585305845423
5420380,Psidium guajava,BSh,Hot semi-arid (steppe) climate,641,11787,0.0543819462119284
5420380,Psidium guajava,BWk,Cold desert climate,7,11787,5.938746076185629e-4
2925562,Vitex agnus-castus,Aw,"Tropical savanna, wet",87,12436,0.006995818591186877
5420380,Psidium guajava,Cwa,Monsoon-influenced humid subtropical climate,881,11787,0.07474336133027912
5420380,Psidium guajava,BWh,Hot deserts climate,83,11787,0.007041656061762959
2925562,Vitex agnus-castus,BWh,Hot deserts climate,220,12436,0.017690575747828882
2925562,Vitex agnus-castus,BSh,Hot semi-arid (steppe) climate,216,12436,0.017368928916050175
2925562,Vitex agnus-castus,Dfb,Warm-summer humid continental climate,54,12436,0.004342232229012544
5420380,Psidium guajava,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,599,11787,0.05081869856621702
2925562,Vitex agnus-castus,Am,Tropical monsoon climate,56,12436,0.004503055644901898
2925562,Vitex agnus-castus,BWk,Cold desert climate,127,12436,0.010212286908973947
2925562,Vitex agnus-castus,Af,Tropical rainforest climate,28,12436,0.002251527822450949
5420380,Psidium guajava,Csb,Warm-summer Mediterranean climate,103,11787,0.008738440654958853
2925562,Vitex agnus-castus,Cwa,Monsoon-influenced humid subtropical climate,5,12436,4.020585397233837e-4
2925562,Vitex agnus-castus,As,Tropical dry savanna climate,3,12436,2.4123512383403023e-4
5420380,Psidium guajava,BSk,Cold semi-arid (steppe) climate,61,11787,0.005175193009247476
5420380,Psidium guajava,Dwc,Monsoon-influenced subarctic climate,1,11787,8.483922965979469e-5
